E.I.N.,DATE,TYPE,Casino,Administrator,Excused,Severity,Doc VS Infraction
Employee 351,12/12/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 351,12/13/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 351,12/15/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 351,12/23/2019,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 351,1/14/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 351,1/15/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 351,2/13/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 362,1/20/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 362,1/24/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 362,2/2/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 362,2/4/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 362,2/7/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 362,2/14/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 374,12/14/2019,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 374,12/16/2019,Early Out,Location 3,Supervisor 29,,Minor,Infraction
Employee 374,12/27/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 379,2/15/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 379,2/16/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 379,3/8/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 400,1/21/2020,Notice Failure,Location 3,Supervisor 29,,Standard,Infraction
Employee 440,8/18/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 440,8/19/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 440,9/18/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 440,11/25/2019,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 440,11/30/2019,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 440,12/21/2019,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 440,3/15/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 448,11/18/2019,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 448,12/4/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 448,1/22/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 448,1/24/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 463,1/18/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 463,2/5/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 463,2/8/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 463,2/22/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 466,11/28/2019,Holiday Absence,Location 3,Supervisor 29,,Major,Infraction
Employee 466,1/19/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 466,1/19/2020,Early Out,Location 3,Supervisor 29,,Minor,Infraction
Employee 466,1/20/2020,Early Out,Location 3,Supervisor 29,,Minor,Infraction
Employee 478,9/25/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 478,11/17/2019,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 478,11/23/2019,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 478,12/30/2019,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 478,1/6/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 478,3/8/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 488,9/2/2019,Early Out,Location 3,Supervisor 29,Y,Minor,Infraction
Employee 488,11/24/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 488,12/6/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 488,12/28/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 488,1/2/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 493,10/11/2019,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 493,10/17/2019,Early Out,Location 3,Supervisor 29,,Minor,Infraction
Employee 493,11/29/2019,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 493,12/1/2019,Notice Failure,Location 3,Supervisor 29,,Standard,Infraction
Employee 493,12/2/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 493,12/3/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 493,1/19/2020,Notice Failure,Location 3,Supervisor 29,,Standard,Infraction
Employee 493,2/16/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 493,3/8/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 493,3/15/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 499,2/27/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 540,10/27/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 540,10/28/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 540,10/29/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 540,11/9/2019,Late Return from Break,Location 3,Supervisor 29,,Minor,Infraction
Employee 540,11/17/2019,Late Return from Break,Location 3,Supervisor 29,,Minor,Infraction
Employee 540,11/18/2019,Early Out,Location 3,Supervisor 29,,Minor,Infraction
Employee 540,11/26/2019,Late Return from Break,Location 3,Supervisor 29,,Minor,Infraction
Employee 540,1/22/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 540,2/5/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 540,2/14/2020,Late Return from Break,Location 3,Supervisor 29,,Minor,Infraction
Employee 540,3/1/2020,Notice Failure,Location 3,Supervisor 29,,Standard,Infraction
Employee 541,12/19/2019,Notice Failure,Location 3,Supervisor 29,,Standard,Infraction
Employee 541,1/2/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 541,1/15/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 541,1/28/2020,Notice Failure,Location 3,Supervisor 29,,Standard,Infraction
Employee 541,2/5/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 541,2/22/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 541,2/25/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 541,2/26/2020,Notice Failure,Location 3,Supervisor 29,,Standard,Infraction
Employee 541,2/27/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 541,2/28/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 541,2/29/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 548,1/21/2020,Late Return from Break,Location 3,Supervisor 29,,Minor,Infraction
Employee 548,2/10/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 548,2/29/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 562,2/29/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 562,3/11/2020,Notice Failure,Location 3,Supervisor 29,,Standard,Infraction
Employee 577,1/22/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 577,1/29/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 577,1/31/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 577,2/11/2020,Notice Failure,Location 3,Supervisor 29,,Standard,Infraction
Employee 577,3/1/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 577,3/14/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 579,8/27/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 579,8/28/2019,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 579,9/13/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 579,9/14/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 579,10/10/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 579,10/11/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 579,10/12/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 625,10/8/2019,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 625,10/10/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 625,10/21/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 625,10/31/2019,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 626,10/24/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 626,11/11/2019,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 626,11/18/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 626,12/2/2019,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 626,12/20/2019,Late Return from Break,Location 3,Supervisor 29,,Minor,Infraction
Employee 687,1/3/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 687,1/11/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 687,1/13/2020,Early Out,Location 3,Supervisor 29,,Minor,Infraction
Employee 720,2/3/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 720,2/24/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 742,1/20/2020,Early Out,Location 3,Supervisor 29,,Minor,Infraction
Employee 742,2/4/2020,Tardy,Location 3,Supervisor 29,,Minor,Infraction
Employee 808,3/11/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 808,3/12/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 808,3/13/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 809,3/13/2020,Absence,Location 3,Supervisor 29,,Minor,Infraction
Employee 147,10/31/2019,Written,Location 4,Supervisor 30,,59,Document
Employee 307,12/20/2019,Verbal,Location 4,Supervisor 30,,29,Document
Employee 322,10/3/2019,Verbal,Location 6,Supervisor 30,,29,Document
Employee 381,1/3/2020,Verbal,Location 6,Supervisor 31,,29,Document
Employee 54,10/30/2019,Written,Location 6,Supervisor 32,,59,Document
Employee 398,2/12/2020,Verbal,Location 6,Supervisor 33,,29,Document
Employee 86,9/19/2019,Verbal,Location 6,Supervisor 34,,29,Document
Employee 387,1/3/2020,Verbal,Location 4,Supervisor 35,,29,Document
Employee 406,10/6/2019,Verbal,Location 5,Supervisor 36,,29,Document
Employee 404,1/17/2020,Verbal,Location 4,Supervisor 37,,29,Document
Employee 107,2/20/2020,Written,Location 4,Supervisor 38,,59,Document
Employee 40,1/31/2020,Verbal,Location 4,Supervisor 39,,29,Document
Employee 101,1/9/2020,Verbal,Location 4,Supervisor 40,,29,Document
Employee 200,3/13/2020,Verbal,Location 4,Supervisor 41,,29,Document
Employee 174,2/1/2020,Verbal,Location 4,Supervisor 42,,29,Document
Employee 346,10/10/2019,Written,Location 4,Supervisor 43,,59,Document
Employee 127,1/17/2020,Final Written,Location 4,Supervisor 44,,89,Document
Employee 327,2/19/2020,Verbal,Location 4,Supervisor 45,,29,Document
Employee 358,2/13/2020,Verbal,Location 4,Supervisor 46,,29,Document
Employee 344,11/7/2019,Verbal,Location 4,Supervisor 47,,29,Document
Employee 128,12/28/2019,Verbal,Location 4,Supervisor 48,,29,Document
Employee 345,11/20/2019,Verbal,Location 4,Supervisor 49,,29,Document
Employee 186,12/5/2019,Verbal,Location 4,Supervisor 50,,29,Document
Employee 168,1/8/2020,Verbal,Location 4,Supervisor 51,,29,Document
Employee 700,3/13/2020,Verbal,Location 5,Supervisor 52,,29,Document
Employee 104,2/7/2020,Final Written,Location 4,Supervisor 53,,89,Document
Employee 293,1/31/2020,Verbal,Location 4,Supervisor 54,,29,Document
Employee 358,12/21/2019,Verbal,Location 4,Supervisor 55,,29,Document
Employee 527,12/21/2019,Verbal,Location 5,Supervisor 56,,29,Document
Employee 107,12/6/2019,Verbal,Location 4,Supervisor 57,,29,Document
Employee 174,9/17/2019,Verbal,Location 4,Supervisor 58,,29,Document
Employee 40,3/3/2020,Verbal,Location 4,Supervisor 59,,29,Document
Employee 55,11/27/2019,Verbal,Location 6,Supervisor 60,,29,Document
Employee 346,9/16/2019,Verbal,Location 4,Supervisor 61,,29,Document
Employee 450,9/17/2019,Verbal,Location 5,Supervisor 62,,29,Document
Employee 187,9/30/2019,Verbal,Location 4,Supervisor 63,,29,Document
Employee 34,12/22/2019,Verbal,Location 4,Supervisor 64,,29,Document
Employee 140,12/22/2019,Verbal,Location 4,Supervisor 65,,29,Document
Employee 168,11/25/2019,Verbal,Location 4,Supervisor 66,,29,Document
Employee 404,10/23/2019,Verbal,Location 4,Supervisor 67,,29,Document
Employee 174,3/11/2020,Verbal,Location 4,Supervisor 68,,29,Document
Employee 112,11/19/2019,Verbal,Location 4,Supervisor 69,,29,Document
Employee 598,2/13/2020,Final Written,Location 5,Supervisor 70,,89,Document
Employee 107,3/12/2020,Final Written,Location 4,Supervisor 71,,89,Document
Employee 195,10/7/2019,Verbal,Location 4,Supervisor 72,,29,Document
Employee 172,2/18/2020,Verbal,Location 6,Supervisor 73,,29,Document
Employee 450,11/5/2019,Verbal,Location 5,Supervisor 74,,29,Document
Employee 100,1/20/2020,Verbal,Location 4,Supervisor 75,,29,Document
Employee 188,2/17/2020,Verbal,Location 9,Supervisor 76,,29,Document
Employee 284,12/6/2019,Verbal,Location 9,Supervisor 76,,29,Document
Employee 284,12/29/2019,Written,Location 9,Supervisor 76,,59,Document
Employee 503,10/7/2019,Verbal,Location 9,Supervisor 76,,29,Document
Employee 503,10/15/2019,Written,Location 9,Supervisor 76,,59,Document
Employee 503,11/5/2019,Final Written,Location 9,Supervisor 76,,89,Document
Employee 751,2/23/2020,Final Written,Location 9,Supervisor 76,,89,Document
Employee 146,1/6/2020,Verbal,Location 6,Supervisor 77,,29,Document
Employee 71,12/8/2019,Verbal,Location 6,Supervisor 78,,29,Document
Employee 559,12/8/2019,Verbal,Location 6,Supervisor 79,,29,Document
Employee 317,1/20/2020,Verbal,Location 6,Supervisor 80,,29,Document
Employee 238,3/2/2020,Verbal,Location 6,Supervisor 81,,29,Document
Employee 543,2/19/2020,Verbal,Location 6,Supervisor 82,,29,Document
Employee 52,2/19/2020,Verbal,Location 6,Supervisor 83,,29,Document
Employee 211,12/29/2019,Written,Location 6,Supervisor 84,,59,Document
Employee 613,2/28/2020,Final Written,Location 9,Supervisor 85,,89,Document
Employee 616,2/20/2020,Written,Location 8,Supervisor 86,,59,Document
Employee 266,1/4/2020,Verbal,Location 10,Supervisor 87,,29,Document
Employee 523,3/1/2020,Written,Location 8,Supervisor 88,,59,Document
Employee 525,9/4/2019,Final Written,Location 8,Supervisor 89,,89,Document
Employee 555,10/14/2019,Verbal,Location 8,Supervisor 89,,29,Document
Employee 453,1/17/2020,Verbal,Location 10,Supervisor 90,,29,Document
Employee 453,2/12/2020,Written,Location 10,Supervisor 90,,59,Document
Employee 563,12/6/2019,Verbal,Location 10,Supervisor 90,,29,Document
Employee 563,1/16/2020,Verbal,Location 10,Supervisor 90,,29,Document
Employee 686,1/17/2020,Verbal,Location 10,Supervisor 90,,29,Document
Employee 756,2/14/2020,Verbal,Location 10,Supervisor 90,,29,Document
Employee 756,3/12/2020,Final Written,Location 10,Supervisor 90,,89,Document
Employee 669,2/19/2020,Verbal,Location 10,Supervisor 91,,29,Document
Employee 242,11/14/2019,Written,Location 10,Supervisor 92,,59,Document
Employee 266,12/6/2019,Tardy,Location 10,Supervisor 92,Y,Minor,Infraction
Employee 410,10/17/2019,Late Return from Break,Location 10,Supervisor 92,Y,Minor,Infraction
Employee 547,3/13/2020,Verbal,Location 10,Supervisor 92,,29,Document
Employee 669,12/21/2019,Tardy,Location 10,Supervisor 92,Y,Minor,Infraction
Employee 476,12/5/2019,Early Out,Location 2,Supervisor 93,Y,Minor,Infraction
Employee 503,2/15/2020,Tardy,Location 9,Supervisor 93,Y,Minor,Infraction
Employee 503,3/4/2020,Verbal,Location 9,Supervisor 93,,29,Document
Employee 503,3/14/2020,Written,Location 9,Supervisor 93,,59,Document
Employee 545,3/5/2020,Verbal,Location 9,Supervisor 93,,29,Document
Employee 751,2/15/2020,Tardy,Location 9,Supervisor 93,Y,Minor,Infraction
Employee 208,2/1/2020,Verbal,Location 10,Supervisor 94,,29,Document
Employee 241,9/29/2019,Tardy,Location 10,Supervisor 94,Y,Minor,Infraction
Employee 241,10/26/2019,Tardy,Location 10,Supervisor 94,Y,Minor,Infraction
Employee 241,12/21/2019,Late Return from Break,Location 10,Supervisor 94,Y,Minor,Infraction
Employee 241,2/11/2020,Early Out,Location 10,Supervisor 94,Y,Minor,Infraction
Employee 241,2/15/2020,Tardy,Location 10,Supervisor 94,Y,Minor,Infraction
Employee 242,10/26/2019,Verbal,Location 10,Supervisor 94,,29,Document
Employee 242,12/14/2019,Final Written,Location 10,Supervisor 94,,89,Document
Employee 266,12/14/2019,Tardy,Location 10,Supervisor 94,Y,Minor,Infraction
Employee 266,1/7/2020,Tardy,Location 10,Supervisor 94,Y,Minor,Infraction
Employee 266,2/15/2020,Tardy,Location 10,Supervisor 94,Y,Minor,Infraction
Employee 547,1/19/2020,Tardy,Location 10,Supervisor 94,Y,Minor,Infraction
Employee 554,2/17/2020,Verbal,Location 10,Supervisor 94,,29,Document
Employee 563,2/1/2020,Written,Location 10,Supervisor 94,,59,Document
Employee 563,3/1/2020,Final Written,Location 10,Supervisor 94,,89,Document
Employee 587,12/2/2019,Verbal,Location 10,Supervisor 94,,29,Document
Employee 587,12/8/2019,Written,Location 10,Supervisor 94,,59,Document
Employee 587,12/29/2019,Final Written,Location 10,Supervisor 94,,89,Document
Employee 668,11/26/2019,Verbal,Location 10,Supervisor 94,,29,Document
Employee 686,2/1/2020,Verbal,Location 10,Supervisor 94,,29,Document
Employee 723,1/4/2020,Verbal,Location 10,Supervisor 94,,29,Document
Employee 665,2/22/2020,Verbal,Location 6,Supervisor 95,,29,Document
Employee 629,2/26/2020,Verbal,Location 6,Supervisor 96,,29,Document
Employee 145,10/18/2019,Verbal,Location 6,Supervisor 97,,29,Document
Employee 420,10/10/2019,Final Written,Location 10,Supervisor 98,,89,Document
Employee 420,11/8/2019,Early Out,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 423,9/6/2019,Tardy,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 423,10/18/2019,Early Out,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 423,12/18/2019,Tardy,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 439,10/11/2019,Verbal,Location 10,Supervisor 98,,29,Document
Employee 439,10/19/2019,Early Out,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 439,11/2/2019,Written,Location 10,Supervisor 98,,59,Document
Employee 439,3/4/2020,Verbal,Location 10,Supervisor 98,,29,Document
Employee 449,8/20/2019,Tardy,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 449,8/23/2019,Tardy,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 449,10/16/2019,Tardy,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 449,11/20/2019,Early Out,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 449,12/31/2019,Verbal,Location 10,Supervisor 98,,29,Document
Employee 453,12/6/2019,Early Out,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 453,12/11/2019,Verbal,Location 10,Supervisor 98,,29,Document
Employee 489,11/20/2019,Tardy,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 489,12/18/2019,Verbal,Location 10,Supervisor 98,,29,Document
Employee 498,8/17/2019,Early Out,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 498,8/21/2019,Tardy,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 563,9/26/2019,Early Out,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 563,11/20/2019,Early Out,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 576,2/20/2020,Early Out,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 578,3/4/2020,Early Out,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 587,10/4/2019,Late Return from Break,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 587,12/19/2019,Early Out,Location 10,Supervisor 98,Y,Minor,Infraction
Employee 618,11/8/2019,Verbal,Location 10,Supervisor 98,,29,Document
